actual_player,predicted_player,top_3_predictions,top_3_correct,top_5_predictions,top_5_correct,top_7_predictions,top_7_correct,top_10_predictions,top_10_correct
Allen Iverson,Carmelo Anthony,"['Arron Afflalo', 'Allen Iverson', 'Carmelo Anthony']",True,"['Al Harrington', 'Andre Miller', 'Arron Afflalo', 'Allen Iverson', 'Carmelo Anthony']",True,"['J.R. Smith', 'Anthony Carter', 'Al Harrington', 'Andre Miller', 'Arron Afflalo', 'Allen Iverson', 'Carmelo Anthony']",True,"['Ty Lawson', 'Danilo Gallinari', 'Andre Iguodala', 'J.R. Smith', 'Anthony Carter', 'Al Harrington', 'Andre Miller', 'Arron Afflalo', 'Allen Iverson', 'Carmelo Anthony']",True
Kobe Bryant,Kobe Bryant,"['Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Pau Gasol', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Luke Walton', 'Kwame Brown', 'Pau Gasol', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Metta World Peace', 'Smush Parker', 'Andrew Bynum', 'Luke Walton', 'Kwame Brown', 'Pau Gasol', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True
Stephon Marbury,Wilson Chandler,"['Tyson Chandler', 'Stephon Marbury', 'Wilson Chandler']",True,"['Toney Douglas', 'Tim Hardaway', 'Tyson Chandler', 'Stephon Marbury', 'Wilson Chandler']",True,"['Renaldo Balkman', 'Zach Randolph', 'Toney Douglas', 'Tim Hardaway', 'Tyson Chandler', 'Stephon Marbury', 'Wilson Chandler']",True,"['Raymond Felton', 'Jamal Crawford', 'Nate Robinson', 'Renaldo Balkman', 'Zach Randolph', 'Toney Douglas', 'Tim Hardaway', 'Tyson Chandler', 'Stephon Marbury', 'Wilson Chandler']",True
Eddy Curry,Jamal Crawford,"['Eddy Curry', 'Carmelo Anthony', 'Jamal Crawford']",True,"['J.R. Smith', 'David Lee', 'Eddy Curry', 'Carmelo Anthony', 'Jamal Crawford']",True,"['Danilo Gallinari', 'Jared Jeffries', 'J.R. Smith', 'David Lee', 'Eddy Curry', 'Carmelo Anthony', 'Jamal Crawford']",True,"['Nate Robinson', 'Raymond Felton', 'Iman Shumpert', 'Danilo Gallinari', 'Jared Jeffries', 'J.R. Smith', 'David Lee', 'Eddy Curry', 'Carmelo Anthony', 'Jamal Crawford']",True
Brian Skinner,Andrew Bogut,"['Charlie Bell', 'Brandon Jennings', 'Andrew Bogut']",False,"['Ersan Ilyasova', 'Brandon Knight', 'Charlie Bell', 'Brandon Jennings', 'Andrew Bogut']",False,"['Charlie Villanueva', 'Beno Udrih', 'Ersan Ilyasova', 'Brandon Knight', 'Charlie Bell', 'Brandon Jennings', 'Andrew Bogut']",False,"['Carlos Delfino', 'Al Horford', 'Dan Gadzuric', 'Charlie Villanueva', 'Beno Udrih', 'Ersan Ilyasova', 'Brandon Knight', 'Charlie Bell', 'Brandon Jennings', 'Andrew Bogut']",False
Anthony Parker,Anthony Parker,"['Chris Bosh', 'DeMar DeRozan', 'Anthony Parker']",True,"['Andrea Bargnani', 'Jose Calderon', 'Chris Bosh', 'DeMar DeRozan', 'Anthony Parker']",True,"['Jonas Valanciunas', 'Carlos Delfino', 'Andrea Bargnani', 'Jose Calderon', 'Chris Bosh', 'DeMar DeRozan', 'Anthony Parker']",True,"['Joey Graham', 'Amir Johnson', 'Kyle Lowry', 'Jonas Valanciunas', 'Carlos Delfino', 'Andrea Bargnani', 'Jose Calderon', 'Chris Bosh', 'DeMar DeRozan', 'Anthony Parker']",True
Charlie Bell,Ersan Ilyasova,"['Michael Redd', 'Charlie Bell', 'Ersan Ilyasova']",True,"['Mo Williams', 'Mike Dunleavy', 'Michael Redd', 'Charlie Bell', 'Ersan Ilyasova']",True,"['Luke Ridnour', 'Andrew Bogut', 'Mo Williams', 'Mike Dunleavy', 'Michael Redd', 'Charlie Bell', 'Ersan Ilyasova']",True,"['Charlie Villanueva', 'Luc Mbah a Moute', 'Carlos Delfino', 'Luke Ridnour', 'Andrew Bogut', 'Mo Williams', 'Mike Dunleavy', 'Michael Redd', 'Charlie Bell', 'Ersan Ilyasova']",True
Mickael Pietrus,Monta Ellis,"['Klay Thompson', 'Harrison Barnes', 'Monta Ellis']",False,"['David Lee', 'Stephen Curry', 'Klay Thompson', 'Harrison Barnes', 'Monta Ellis']",False,"['Kelenna Azubuike', 'Draymond Green', 'David Lee', 'Stephen Curry', 'Klay Thompson', 'Harrison Barnes', 'Monta Ellis']",False,"['Andris Biedrins', 'Matt Barnes', 'Baron Davis', 'Kelenna Azubuike', 'Draymond Green', 'David Lee', 'Stephen Curry', 'Klay Thompson', 'Harrison Barnes', 'Monta Ellis']",False
Jared Jeffries,Nate Robinson,"['Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['Carmelo Anthony', 'David Lee', 'Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['J.R. Smith', 'Stephon Marbury', 'Eddy Curry', 'Carmelo Anthony', 'David Lee', 'Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True
Jamal Sampson,J.R. Smith,"['Eduardo Najera', 'Linas Kleiza', 'J.R. Smith']",False,"['Nene Hilario', 'Carmelo Anthony', 'Eduardo Najera', 'Linas Kleiza', 'J.R. Smith']",False,"['Chauncey Billups', 'Chris Andersen', 'Nene Hilario', 'Carmelo Anthony', 'Eduardo Najera', 'Linas Kleiza', 'J.R. Smith']",False,"['Kenyon Martin', 'Marcus Camby', 'Ty Lawson', 'Chauncey Billups', 'Chris Andersen', 'Nene Hilario', 'Carmelo Anthony', 'Eduardo Najera', 'Linas Kleiza', 'J.R. Smith']",False
Sebastian Telfair,Rajon Rondo,"['Gerald Green', 'Paul Pierce', 'Rajon Rondo']",False,"['Jeff Green', 'Ryan Gomes', 'Gerald Green', 'Paul Pierce', 'Rajon Rondo']",False,"['Kevin Garnett', 'Kendrick Perkins', 'Jeff Green', 'Ryan Gomes', 'Gerald Green', 'Paul Pierce', 'Rajon Rondo']",False,"['Ray Allen', 'Jared Sullinger', 'Leon Powe', 'Kevin Garnett', 'Kendrick Perkins', 'Jeff Green', 'Ryan Gomes', 'Gerald Green', 'Paul Pierce', 'Rajon Rondo']",False
Marcus Camby,Carmelo Anthony,"['Chauncey Billups', 'J.R. Smith', 'Carmelo Anthony']",False,"['Chris Andersen', 'Andre Miller', 'Chauncey Billups', 'J.R. Smith', 'Carmelo Anthony']",False,"['Nene Hilario', 'Arron Afflalo', 'Chris Andersen', 'Andre Miller', 'Chauncey Billups', 'J.R. Smith', 'Carmelo Anthony']",False,"['J.J. Hickson', 'Ty Lawson', 'Danilo Gallinari', 'Nene Hilario', 'Arron Afflalo', 'Chris Andersen', 'Andre Miller', 'Chauncey Billups', 'J.R. Smith', 'Carmelo Anthony']",False
Francisco Garcia,John Salmons,"['Francisco Garcia', 'Kevin Martin', 'John Salmons']",True,"['Kenny Thomas', 'Corliss Williamson', 'Francisco Garcia', 'Kevin Martin', 'John Salmons']",True,"['Brad Miller', 'Metta World Peace', 'Kenny Thomas', 'Corliss Williamson', 'Francisco Garcia', 'Kevin Martin', 'John Salmons']",True,"['Marcus Thornton', 'Mike Bibby', 'Jason Thompson', 'Brad Miller', 'Metta World Peace', 'Kenny Thomas', 'Corliss Williamson', 'Francisco Garcia', 'Kevin Martin', 'John Salmons']",True
Gilbert Arenas,Gilbert Arenas,"['Nick Young', 'Jarvis Hayes', 'Gilbert Arenas']",True,"['Caron Butler', 'Roger Mason', 'Nick Young', 'Jarvis Hayes', 'Gilbert Arenas']",True,"['Trevor Booker', 'DeShawn Stevenson', 'Caron Butler', 'Roger Mason', 'Nick Young', 'Jarvis Hayes', 'Gilbert Arenas']",True,"['Randy Foye', 'Trevor Ariza', 'Antawn Jamison', 'Trevor Booker', 'DeShawn Stevenson', 'Caron Butler', 'Roger Mason', 'Nick Young', 'Jarvis Hayes', 'Gilbert Arenas']",True
Manu Ginobili,Tim Duncan,"['Matt Bonner', 'Manu Ginobili', 'Tim Duncan']",True,"['Michael Finley', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili', 'Tim Duncan']",True,"['Patty Mills', 'Tiago Splitter', 'Michael Finley', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili', 'Tim Duncan']",True,"['Roger Mason', 'Tony Parker', 'Marco Belinelli', 'Patty Mills', 'Tiago Splitter', 'Michael Finley', 'Richard Jefferson', 'Matt Bonner', 'Manu Ginobili', 'Tim Duncan']",True
Steve Nash,Steve Nash,"['P.J. Tucker', 'Shawn Marion', 'Steve Nash']",True,"[""Amar'e Stoudemire"", 'Raja Bell', 'P.J. Tucker', 'Shawn Marion', 'Steve Nash']",True,"['Marcus Banks', 'Leandro Barbosa', ""Amar'e Stoudemire"", 'Raja Bell', 'P.J. Tucker', 'Shawn Marion', 'Steve Nash']",True,"['Jared Dudley', 'Boris Diaw', 'Markieff Morris', 'Marcus Banks', 'Leandro Barbosa', ""Amar'e Stoudemire"", 'Raja Bell', 'P.J. Tucker', 'Shawn Marion', 'Steve Nash']",True
Caron Butler,Caron Butler,"['Brendan Haywood', 'Antawn Jamison', 'Caron Butler']",True,"['Antonio Daniels', 'John Wall', 'Brendan Haywood', 'Antawn Jamison', 'Caron Butler']",True,"['Andray Blatche', 'DeShawn Stevenson', 'Antonio Daniels', 'John Wall', 'Brendan Haywood', 'Antawn Jamison', 'Caron Butler']",True,"['JaVale McGee', 'Kevin Seraphin', 'Nick Young', 'Andray Blatche', 'DeShawn Stevenson', 'Antonio Daniels', 'John Wall', 'Brendan Haywood', 'Antawn Jamison', 'Caron Butler']",True
Ben Gordon,Ben Gordon,"['Carlos Boozer', 'Andres Nocioni', 'Ben Gordon']",True,"['Ben Wallace', 'Adrian Griffin', 'Carlos Boozer', 'Andres Nocioni', 'Ben Gordon']",True,"['Luol Deng', 'Derrick Rose', 'Ben Wallace', 'Adrian Griffin', 'Carlos Boozer', 'Andres Nocioni', 'Ben Gordon']",True,"['Kirk Hinrich', 'Joakim Noah', 'C.J. Watson', 'Luol Deng', 'Derrick Rose', 'Ben Wallace', 'Adrian Griffin', 'Carlos Boozer', 'Andres Nocioni', 'Ben Gordon']",True
Carlos Delfino,Antonio McDyess,"['Ben Gordon', 'Chauncey Billups', 'Antonio McDyess']",False,"['Austin Daye', 'Andre Drummond', 'Ben Gordon', 'Chauncey Billups', 'Antonio McDyess']",False,"['Amir Johnson', 'Jason Maxiell', 'Austin Daye', 'Andre Drummond', 'Ben Gordon', 'Chauncey Billups', 'Antonio McDyess']",False,"['Greg Monroe', 'Richard Hamilton', 'Brandon Knight', 'Amir Johnson', 'Jason Maxiell', 'Austin Daye', 'Andre Drummond', 'Ben Gordon', 'Chauncey Billups', 'Antonio McDyess']",False
David Noel,Ramon Sessions,"['Monta Ellis', 'Ersan Ilyasova', 'Ramon Sessions']",False,"['Michael Redd', 'Luc Mbah a Moute', 'Monta Ellis', 'Ersan Ilyasova', 'Ramon Sessions']",False,"['John Salmons', 'Charlie Villanueva', 'Michael Redd', 'Luc Mbah a Moute', 'Monta Ellis', 'Ersan Ilyasova', 'Ramon Sessions']",False,"['Luke Ridnour', 'Mike Dunleavy', 'Mo Williams', 'John Salmons', 'Charlie Villanueva', 'Michael Redd', 'Luc Mbah a Moute', 'Monta Ellis', 'Ersan Ilyasova', 'Ramon Sessions']",False
Jake Tsakalidis,Aaron Brooks,"['Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",False,"['Luther Head', 'Luis Scola', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",False,"['Shane Battier', 'Dwight Howard', 'Luther Head', 'Luis Scola', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",False,"['Chase Budinger', 'Carl Landry', 'Donatas Motiejunas', 'Shane Battier', 'Dwight Howard', 'Luther Head', 'Luis Scola', 'Chandler Parsons', 'Chuck Hayes', 'Aaron Brooks']",False
Amar'e Stoudemire,Amar'e Stoudemire,"['Boris Diaw', 'Channing Frye', ""Amar'e Stoudemire""]",True,"['Leandro Barbosa', 'Goran Dragic', 'Boris Diaw', 'Channing Frye', ""Amar'e Stoudemire""]",True,"['Steve Nash', 'Grant Hill', 'Leandro Barbosa', 'Goran Dragic', 'Boris Diaw', 'Channing Frye', ""Amar'e Stoudemire""]",True,"['Eric Bledsoe', 'Raja Bell', 'Jared Dudley', 'Steve Nash', 'Grant Hill', 'Leandro Barbosa', 'Goran Dragic', 'Boris Diaw', 'Channing Frye', ""Amar'e Stoudemire""]",True
Sam Cassell,Eric Gordon,"['Elton Brand', 'DeAndre Jordan', 'Eric Gordon']",False,"['Sam Cassell', 'Shaun Livingston', 'Elton Brand', 'DeAndre Jordan', 'Eric Gordon']",True,"['Chris Kaman', 'Quinton Ross', 'Sam Cassell', 'Shaun Livingston', 'Elton Brand', 'DeAndre Jordan', 'Eric Gordon']",True,"['Jamal Crawford', 'Cuttino Mobley', 'Blake Griffin', 'Chris Kaman', 'Quinton Ross', 'Sam Cassell', 'Shaun Livingston', 'Elton Brand', 'DeAndre Jordan', 'Eric Gordon']",True
Shaun Livingston,Tim Thomas,"['Sam Cassell', 'Quinton Ross', 'Tim Thomas']",False,"['Rasual Butler', 'Shaun Livingston', 'Sam Cassell', 'Quinton Ross', 'Tim Thomas']",True,"['Chris Kaman', 'Steve Novak', 'Rasual Butler', 'Shaun Livingston', 'Sam Cassell', 'Quinton Ross', 'Tim Thomas']",True,"['Cuttino Mobley', 'Zach Randolph', 'DeAndre Jordan', 'Chris Kaman', 'Steve Novak', 'Rasual Butler', 'Shaun Livingston', 'Sam Cassell', 'Quinton Ross', 'Tim Thomas']",True
Gordan Giricek,Deron Williams,"['Mehmet Okur', 'Carlos Boozer', 'Deron Williams']",False,"['Derrick Favors', 'Paul Millsap', 'Mehmet Okur', 'Carlos Boozer', 'Deron Williams']",False,"['Gordan Giricek', 'Kyle Korver', 'Derrick Favors', 'Paul Millsap', 'Mehmet Okur', 'Carlos Boozer', 'Deron Williams']",True,"['Andrei Kirilenko', 'Earl Watson', 'Gordon Hayward', 'Gordan Giricek', 'Kyle Korver', 'Derrick Favors', 'Paul Millsap', 'Mehmet Okur', 'Carlos Boozer', 'Deron Williams']",True
Mike Sweetney,Luol Deng,"['Joakim Noah', 'Kirk Hinrich', 'Luol Deng']",False,"['Taj Gibson', 'Mike Dunleavy', 'Joakim Noah', 'Kirk Hinrich', 'Luol Deng']",False,"['Ronnie Brewer', 'P.J. Brown', 'Taj Gibson', 'Mike Dunleavy', 'Joakim Noah', 'Kirk Hinrich', 'Luol Deng']",False,"['Tyrus Thomas', 'Ben Gordon', 'Chris Duhon', 'Ronnie Brewer', 'P.J. Brown', 'Taj Gibson', 'Mike Dunleavy', 'Joakim Noah', 'Kirk Hinrich', 'Luol Deng']",False
Stephen Jackson,Stephen Jackson,"['Monta Ellis', 'Stephen Curry', 'Stephen Jackson']",True,"['Vladimir Radmanovic', 'Troy Murphy', 'Monta Ellis', 'Stephen Curry', 'Stephen Jackson']",True,"['Mike Dunleavy', 'Klay Thompson', 'Vladimir Radmanovic', 'Troy Murphy', 'Monta Ellis', 'Stephen Curry', 'Stephen Jackson']",True,"['David Lee', 'Shaun Livingston', 'Nate Robinson', 'Mike Dunleavy', 'Klay Thompson', 'Vladimir Radmanovic', 'Troy Murphy', 'Monta Ellis', 'Stephen Curry', 'Stephen Jackson']",True
Shammond Williams,Smush Parker,"['Sasha Vujacic', 'Vladimir Radmanovic', 'Smush Parker']",False,"['Ronny Turiaf', 'Kobe Bryant', 'Sasha Vujacic', 'Vladimir Radmanovic', 'Smush Parker']",False,"['Pau Gasol', 'Trevor Ariza', 'Ronny Turiaf', 'Kobe Bryant', 'Sasha Vujacic', 'Vladimir Radmanovic', 'Smush Parker']",False,"['Luke Walton', 'Maurice Evans', 'Lamar Odom', 'Pau Gasol', 'Trevor Ariza', 'Ronny Turiaf', 'Kobe Bryant', 'Sasha Vujacic', 'Vladimir Radmanovic', 'Smush Parker']",False
Earl Boykins,J.R. Smith,"['Eduardo Najera', 'Chris Andersen', 'J.R. Smith']",False,"['Carmelo Anthony', 'Nene Hilario', 'Eduardo Najera', 'Chris Andersen', 'J.R. Smith']",False,"['Ty Lawson', 'Chauncey Billups', 'Carmelo Anthony', 'Nene Hilario', 'Eduardo Najera', 'Chris Andersen', 'J.R. Smith']",False,"['Marcus Camby', 'Linas Kleiza', 'Kenneth Faried', 'Ty Lawson', 'Chauncey Billups', 'Carmelo Anthony', 'Nene Hilario', 'Eduardo Najera', 'Chris Andersen', 'J.R. Smith']",False
Nate Robinson,Nate Robinson,"['Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['Eddy Curry', 'David Lee', 'Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True,"['Raymond Felton', 'Stephon Marbury', 'Carmelo Anthony', 'Eddy Curry', 'David Lee', 'Quentin Richardson', 'Renaldo Balkman', 'Jared Jeffries', 'Jamal Crawford', 'Nate Robinson']",True
Steve Francis,Wilson Chandler,"['Tim Hardaway', 'Stephon Marbury', 'Wilson Chandler']",False,"['Zach Randolph', 'Tyson Chandler', 'Tim Hardaway', 'Stephon Marbury', 'Wilson Chandler']",False,"['Renaldo Balkman', 'Toney Douglas', 'Zach Randolph', 'Tyson Chandler', 'Tim Hardaway', 'Stephon Marbury', 'Wilson Chandler']",False,"['Steve Francis', 'Jamal Crawford', 'David Lee', 'Renaldo Balkman', 'Toney Douglas', 'Zach Randolph', 'Tyson Chandler', 'Tim Hardaway', 'Stephon Marbury', 'Wilson Chandler']",True
Josh Smith,Joe Johnson,"['Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True,"['David West', 'J.R. Smith', 'Chris Paul', 'Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",True
Charlie Villanueva,Ersan Ilyasova,"['Andrew Bogut', 'Charlie Villanueva', 'Ersan Ilyasova']",True,"['Charlie Bell', 'Brandon Jennings', 'Andrew Bogut', 'Charlie Villanueva', 'Ersan Ilyasova']",True,"['J.J. Redick', 'Michael Redd', 'Charlie Bell', 'Brandon Jennings', 'Andrew Bogut', 'Charlie Villanueva', 'Ersan Ilyasova']",True,"['Joe Johnson', 'Giannis Antetokounmpo', 'Carlos Delfino', 'J.J. Redick', 'Michael Redd', 'Charlie Bell', 'Brandon Jennings', 'Andrew Bogut', 'Charlie Villanueva', 'Ersan Ilyasova']",True
Rajon Rondo,Rajon Rondo,"['Ryan Gomes', 'Paul Pierce', 'Rajon Rondo']",True,"['Leon Powe', 'Sebastian Telfair', 'Ryan Gomes', 'Paul Pierce', 'Rajon Rondo']",True,"['Kevin Garnett', 'Ray Allen', 'Leon Powe', 'Sebastian Telfair', 'Ryan Gomes', 'Paul Pierce', 'Rajon Rondo']",True,"['Delonte West', 'Kendrick Perkins', 'Jeff Green', 'Kevin Garnett', 'Ray Allen', 'Leon Powe', 'Sebastian Telfair', 'Ryan Gomes', 'Paul Pierce', 'Rajon Rondo']",True
Lorenzen Wright,Joe Johnson,"['Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False,"['David West', 'J.R. Smith', 'Chris Paul', 'Deron Williams', 'Marvin Williams', 'Carmelo Anthony', 'Dwight Howard', 'Jamal Crawford', 'Josh Smith', 'Joe Johnson']",False
Danny Granger,Danny Granger,"['Brandon Rush', 'Al Harrington', 'Danny Granger']",True,"['Jeff Foster', 'A.J. Price', 'Brandon Rush', 'Al Harrington', 'Danny Granger']",True,"['Darrell Armstrong', 'Jamaal Tinsley', 'Jeff Foster', 'A.J. Price', 'Brandon Rush', 'Al Harrington', 'Danny Granger']",True,"[""Jermaine O'Neal"", 'C.J. Watson', 'David West', 'Darrell Armstrong', 'Jamaal Tinsley', 'Jeff Foster', 'A.J. Price', 'Brandon Rush', 'Al Harrington', 'Danny Granger']",True
Ben Gordon,Ben Wallace,"['Kirk Hinrich', 'Ben Gordon', 'Ben Wallace']",True,"['Joakim Noah', 'Luol Deng', 'Kirk Hinrich', 'Ben Gordon', 'Ben Wallace']",True,"['Derrick Rose', 'Chris Duhon', 'Joakim Noah', 'Luol Deng', 'Kirk Hinrich', 'Ben Gordon', 'Ben Wallace']",True,"['Carlos Boozer', 'Jimmy Butler', 'Andres Nocioni', 'Derrick Rose', 'Chris Duhon', 'Joakim Noah', 'Luol Deng', 'Kirk Hinrich', 'Ben Gordon', 'Ben Wallace']",True
Eric Snow,LeBron James,"['Kyrie Irving', 'Daniel Gibson', 'LeBron James']",False,"['Eric Snow', 'Larry Hughes', 'Kyrie Irving', 'Daniel Gibson', 'LeBron James']",True,"['Drew Gooden', 'Anderson Varejao', 'Eric Snow', 'Larry Hughes', 'Kyrie Irving', 'Daniel Gibson', 'LeBron James']",True,"['Delonte West', 'Mo Williams', 'Zydrunas Ilgauskas', 'Drew Gooden', 'Anderson Varejao', 'Eric Snow', 'Larry Hughes', 'Kyrie Irving', 'Daniel Gibson', 'LeBron James']",True
Gerald Green,Delonte West,"['Gerald Green', 'Paul Pierce', 'Delonte West']",True,"['Kevin Garnett', 'Rajon Rondo', 'Gerald Green', 'Paul Pierce', 'Delonte West']",True,"['Brandon Bass', 'Kendrick Perkins', 'Kevin Garnett', 'Rajon Rondo', 'Gerald Green', 'Paul Pierce', 'Delonte West']",True,"['Glen Davis', 'Leon Powe', 'Brian Scalabrine', 'Brandon Bass', 'Kendrick Perkins', 'Kevin Garnett', 'Rajon Rondo', 'Gerald Green', 'Paul Pierce', 'Delonte West']",True
David Lee,David Lee,"['Eddy Curry', 'Channing Frye', 'David Lee']",True,"['Carmelo Anthony', ""Amar'e Stoudemire"", 'Eddy Curry', 'Channing Frye', 'David Lee']",True,"['Jamal Crawford', 'Al Harrington', 'Carmelo Anthony', ""Amar'e Stoudemire"", 'Eddy Curry', 'Channing Frye', 'David Lee']",True,"['Nate Robinson', 'Chris Duhon', 'Jared Jeffries', 'Jamal Crawford', 'Al Harrington', 'Carmelo Anthony', ""Amar'e Stoudemire"", 'Eddy Curry', 'Channing Frye', 'David Lee']",True
Juan Dixon,LaMarcus Aldridge,"['Joel Przybilla', 'Jarrett Jack', 'LaMarcus Aldridge']",False,"['Jamaal Magloire', 'Brandon Roy', 'Joel Przybilla', 'Jarrett Jack', 'LaMarcus Aldridge']",False,"['Nicolas Batum', 'Ime Udoka', 'Jamaal Magloire', 'Brandon Roy', 'Joel Przybilla', 'Jarrett Jack', 'LaMarcus Aldridge']",False,"['Damian Lillard', 'Martell Webster', 'Juan Dixon', 'Nicolas Batum', 'Ime Udoka', 'Jamaal Magloire', 'Brandon Roy', 'Joel Przybilla', 'Jarrett Jack', 'LaMarcus Aldridge']",True
Shaquille O'Neal,Udonis Haslem,"['Shane Battier', ""Shaquille O'Neal"", 'Udonis Haslem']",True,"['Mario Chalmers', 'Ray Allen', 'Shane Battier', ""Shaquille O'Neal"", 'Udonis Haslem']",True,"['Michael Beasley', 'Quentin Richardson', 'Mario Chalmers', 'Ray Allen', 'Shane Battier', ""Shaquille O'Neal"", 'Udonis Haslem']",True,"['Norris Cole', 'Tyler Johnson', 'Dwyane Wade', 'Michael Beasley', 'Quentin Richardson', 'Mario Chalmers', 'Ray Allen', 'Shane Battier', ""Shaquille O'Neal"", 'Udonis Haslem']",True
Jordan Farmar,Kobe Bryant,"['Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Luke Walton', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Kwame Brown', 'Pau Gasol', 'Luke Walton', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True,"['Smush Parker', 'Metta World Peace', 'Andrew Bynum', 'Kwame Brown', 'Pau Gasol', 'Luke Walton', 'Derek Fisher', 'Jordan Farmar', 'Lamar Odom', 'Kobe Bryant']",True
Luol Deng,Luol Deng,"['Taj Gibson', 'Kirk Hinrich', 'Luol Deng']",True,"['Kyle Korver', 'Joakim Noah', 'Taj Gibson', 'Kirk Hinrich', 'Luol Deng']",True,"['Chris Duhon', 'Mike Dunleavy', 'Kyle Korver', 'Joakim Noah', 'Taj Gibson', 'Kirk Hinrich', 'Luol Deng']",True,"['Thabo Sefolosha', 'Ben Gordon', 'Derrick Rose', 'Chris Duhon', 'Mike Dunleavy', 'Kyle Korver', 'Joakim Noah', 'Taj Gibson', 'Kirk Hinrich', 'Luol Deng']",True
Ricky Davis,Ricky Rubio,"['Ryan Gomes', 'Sebastian Telfair', 'Ricky Rubio']",False,"['Trenton Hassell', 'Wesley Johnson', 'Ryan Gomes', 'Sebastian Telfair', 'Ricky Rubio']",False,"['Ricky Davis', 'Wayne Ellington', 'Trenton Hassell', 'Wesley Johnson', 'Ryan Gomes', 'Sebastian Telfair', 'Ricky Rubio']",True,"['Zaza Pachulia', 'Rashad McCants', 'Nikola Pekovic', 'Ricky Davis', 'Wayne Ellington', 'Trenton Hassell', 'Wesley Johnson', 'Ryan Gomes', 'Sebastian Telfair', 'Ricky Rubio']",True
Andris Biedrins,Andris Biedrins,"['Andre Iguodala', 'Al Harrington', 'Andris Biedrins']",True,"['David Lee', 'Baron Davis', 'Andre Iguodala', 'Al Harrington', 'Andris Biedrins']",True,"['Anthony Morrow', 'Monta Ellis', 'David Lee', 'Baron Davis', 'Andre Iguodala', 'Al Harrington', 'Andris Biedrins']",True,"['Carl Landry', 'Brandon Rush', 'Stephen Curry', 'Anthony Morrow', 'Monta Ellis', 'David Lee', 'Baron Davis', 'Andre Iguodala', 'Al Harrington', 'Andris Biedrins']",True
Samuel Dalembert,Samuel Dalembert,"['Andre Iguodala', 'Kyle Korver', 'Samuel Dalembert']",True,"['Thaddeus Young', 'Lou Williams', 'Andre Iguodala', 'Kyle Korver', 'Samuel Dalembert']",True,"['Steven Hunter', 'Andre Miller', 'Thaddeus Young', 'Lou Williams', 'Andre Iguodala', 'Kyle Korver', 'Samuel Dalembert']",True,"['Rodney Carney', 'Jrue Holiday', 'Willie Green', 'Steven Hunter', 'Andre Miller', 'Thaddeus Young', 'Lou Williams', 'Andre Iguodala', 'Kyle Korver', 'Samuel Dalembert']",True
